freq,rx,tx,user,band
465.575,465.575,460.575,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
465.6,465.6,460.6,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน),UHF
465.775,465.775,453.7,บริษัท ทีโอที จำกัด (มหาชน),UHF
465.8,465.8,ไม่มี,ตำรวจ,UHF
465.825,465.825,ไม่มี,ตำรวจ,UHF
465.85,465.85,ไม่มี,ตำรวจ,UHF
465.875,465.875,461.875,กองงานกิจการในพระองค์สมเด็จพระบรมโอรสาธิราชฯ สยามมกุฏราชกุมาร,UHF
465.9,465.9,ไม่มี,ตำรวจ,UHF
465.925,465.925,ไม่มี,ตำรวจ,UHF
465.95,465.95,ไม่มี,ตำรวจ,UHF
465.975,465.975,ไม่มี,ตำรวจ,UHF
466.0,466.0,466.0,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,UHF
466.05,466.05,ไม่มี,ตำรวจ,UHF
466.075,466.075,ไม่มี,ตำรวจ,UHF
466.1,466.1,ไม่มี,ตำรวจ,UHF
466.125,466.125,ไม่มี,ตำรวจ,UHF
466.15,466.15,452.65,ตำรวจ,UHF
466.175,466.175,466.175,ตำรวจ,UHF
466.2,466.2,ไม่มี,ตำรวจ,UHF
466.225,466.225,ไม่มี,ตำรวจ,UHF
466.25,466.25,461.25,การท่าเรือแห่งประเทศไทย,UHF
466.275,466.275,454.2,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.3,466.3,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.4,466.4,452.4,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.425,466.425,ไม่มี,วิทยุการบิน,UHF
466.45,466.45,ไม่มี,วิทยุการบิน,UHF
466.475,466.475,ไม่มี,วิทยุการบิน,UHF
466.5,466.5,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.525,466.525,454.45,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.575,466.575,451.675,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.6,466.6,451.6,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.65,466.65,451.725,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.7,466.7,451.7,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.725,466.725,454.65,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.775,466.775,451.775,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.8,466.8,451.8,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.825,466.825,451.85,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.875,466.875,451.875,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.9,466.9,451.9,บริษัท ทีโอที จำกัด (มหาชน),UHF
466.925,466.925,454.85,บริษัท ทีโอที จำกัด (มหาชน),UHF
467.0,467.0,ไม่มี,กรมประชาสัมพันธ์,UHF
467.1,467.1,455.025,บริษัท ทีโอที จำกัด (มหาชน),UHF
467.125,467.125,462.125,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
467.2,467.2,ไม่มี,กระทรวงมหาดไทย,UHF
467.225,467.225,ไม่มี,กระทรวงมหาดไทย,UHF
467.3,467.3,455.225,บริษัท ทีโอที จำกัด (มหาชน),UHF
467.475,467.475,455.4,บริษัท ทีโอที จำกัด (มหาชน),UHF
467.5125,467.5125,467.5125,บริษัท ปตท.สผ. เอนเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด,UHF
467.5875,467.5875,467.5875,บริษัท ปตท.สผ. เอนเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด,UHF
467.95,467.95,ไม่มี,กรมราชองครักษ์,UHF
467.975,467.975,ไม่มี,กรมราชองครักษ์,UHF
468.725,468.725,463.725,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
468.8,468.8,0.0,ทหารสื่อสาร,UHF
468.825,468.825,0.0,ทหารสื่อสาร,UHF
468.85,468.85,0.0,ทหารสื่อสาร,UHF
468.875,468.875,0.0,ทหารสื่อสาร,UHF
468.9,468.9,0.0,ทหารสื่อสาร,UHF
468.925,468.925,0.0,ทหารสื่อสาร,UHF
468.95,468.95,0.0,ทหารสื่อสาร,UHF
469.0,469.0,455.95,มูลนิธิแพทย์อาสาในสมเด็จพระศรีนครินทราบรมราชชนนี,UHF
469.025,469.025,459.025,บริษัท ระบบขนส่งมวลชนกรุงเทพ จำกัด (มหาชน),UHF
469.1,469.1,459.1,บริษัท ระบบขนส่งมวลชนกรุงเทพ จำกัด (มหาชน),UHF
469.125,469.125,463.125,สำนักงานคณะกรรมการพิเศษเพื่อประสานงานโครงการอันเนื่องมาจากพระราชดำริ,UHF
469.2,469.2,ไม่มี,บริษัท เชฟรอน ออฟชอร์ (ประเทศไทย) จำกัด,UHF
469.35,469.35,469.35,มูลนิธิแพทย์อาสาในสมเด็จพระศรีนครินทราบรมราชชนนี,UHF
469.4,469.4,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
469.5,469.5,ไม่มี,บริษัท อสมท จำกัด (มหาชน),UHF
469.525,469.525,ไม่มี,บริษัท อสมท จำกัด (มหาชน),UHF
469.55,469.55,464.55,การท่าเรือแห่งประเทศไทย,UHF
469.575,469.575,464.575,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
469.6,469.6,457.25,มูลนิธิแพทย์อาสาในสมเด็จพระศรีนครินทราบรมราชชนนี,UHF
469.625,469.625,ไม่มี,บริษัท สามารถเทลคอม จำกัด (มหาชน),UHF
469.65,469.65,ไม่มี,บริษัท สามารถเทลคอม จำกัด (มหาชน),UHF
469.675,469.675,464.675,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
469.7,469.7,ไม่มี,บริษัท สามารถเทลคอม จำกัด (มหาชน),UHF
469.85,469.85,464.85,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
469.875,469.875,464.875,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
469.9,469.9,464.9,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
469.925,469.925,464.925,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
469.95,469.95,469.95,มูลนิธิแพทย์อาสาในสมเด็จพระศรีนครินทราบรมราชชนนี,UHF
469.975,469.975,464.975,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
470.0,470.0,ไม่มี,กิจการท่องเที่ยว,UHF
470.05,470.05,ไม่มี,กิจการท่องเที่ยว,UHF
470.1,470.1,473.1,กรมการสื่อสารทหาร,UHF
470.15,470.15,473.15,กรมการสื่อสารทหาร,UHF
470.2,470.2,473.2,กรมการสื่อสารทหาร,UHF
470.25,470.25,473.25,กรมการสื่อสารทหาร,UHF
470.3,470.3,475.3,การไฟฟ้า,UHF
470.325,470.325,ไม่มี,การไฟฟ้า,UHF
470.45,470.45,ไม่มี,กิจการท่องเที่ยว,UHF
470.8,470.8,ไม่มี,องค์การกระจายเสียงและแพร่ภาพสาธารณะแห่งประเทศไทย,UHF
471.0,471.0,461.0,กรุงเทพมหานคร,UHF
471.025,471.025,461.025,กรุงเทพมหานคร,UHF
471.05,471.05,ไม่มี,บริษัท ไทยร่วมใจโคราช จำกัด,UHF
471.075,471.075,ไม่มี,กิจการขนส่ง,UHF
471.1,471.1,ไม่มี,ตำรวจ,UHF
471.125,471.125,ไม่มี,กิจการขนส่ง,UHF
471.15,471.15,ไม่มี,กิจการอุตสาหกรรม,UHF
471.175,471.175,461.175,กรุงเทพมหานคร,UHF
471.2,471.2,ไม่มี,ตำรวจ,UHF
471.225,471.225,461.225,กิจการก่อสร้าง,UHF
471.25,471.25,ไม่มี,บริษัท ปุ๋ยเอ็นเอฟซี จำกัด (มหาชน),UHF
471.275,471.275,ไม่มี,บริษัท เชลล์แห่งประเทศไทย จำกัด,UHF
471.3,471.3,ไม่มี,ตำรวจ,UHF
471.325,471.325,ไม่มี,บริษัท ไอบีซีคอนสตรัคชั่นแอนด์ดีเวลล๊อปเม้นท์ จำกัด,UHF
471.35,471.35,ไม่มี,กิจการอุตสาหกรรม,UHF
471.375,471.375,ไม่มี,กิจการบริษัทเอกชน,UHF
471.4,471.4,461.4,กิจการก่อสร้าง,UHF
471.425,471.425,ไม่มี,กิจการก่อสร้าง,UHF
471.45,471.45,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
471.525,471.525,ไม่มี,กิจการก่อสร้าง,UHF
471.55,471.55,461.55,บริษัท ทางด่วนและรถไฟฟ้ากรุงเทพ จำกัด (มหาชน) เดิมชื่อ บมจ.รถไฟฟ้ากรุงเทพ,UHF
471.6,471.6,461.6,การรถไฟแห่งประเทศไทย,UHF
471.625,471.625,461.625,การรถไฟแห่งประเทศไทย,UHF
471.65,471.65,461.65,การรถไฟแห่งประเทศไทย,UHF
471.675,471.675,461.675,การรถไฟแห่งประเทศไทย,UHF
471.7,471.7,461.7,กรุงเทพมหานคร,UHF
471.8,471.8,461.8,กรุงเทพมหานคร,UHF
471.825,471.825,461.825,การรถไฟแห่งประเทศไทย,UHF
471.85,471.85,461.85,กรุงเทพมหานคร,UHF
471.9,471.9,461.9,การรถไฟแห่งประเทศไทย,UHF
471.925,471.925,461.925,การรถไฟแห่งประเทศไทย,UHF
472.025,472.025,462.025,การรถไฟแห่งประเทศไทย,UHF
473.1,473.1,470.1,กรมการสื่อสารทหาร,UHF
473.15,473.15,470.15,กรมการสื่อสารทหาร,UHF
473.2,473.2,470.2,กรมการสื่อสารทหาร,UHF
473.25,473.25,470.25,กรมการสื่อสารทหาร,UHF
475.3,475.3,470.3,การไฟฟ้า,UHF
475.325,475.325,ไม่มี,การไฟฟ้า,UHF
475.45,475.45,ไม่มี,กิจการท่องเที่ยว,UHF
476.25,476.25,ไม่มี,ทหารสื่อสาร,UHF
479.0,479.0,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
484.0,484.0,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
486.0,486.0,496.0,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.0125,486.0125,496.0125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.025,486.025,496.025,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.0375,486.0375,496.0375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.05,486.05,496.05,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.0625,486.0625,496.0625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.075,486.075,496.075,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.0875,486.0875,496.0875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.1,486.1,496.1,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.1125,486.1125,496.1125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.125,486.125,496.125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.1375,486.1375,496.1375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.15,486.15,496.15,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.1625,486.1625,496.1625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.175,486.175,496.175,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.1875,486.1875,496.1875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.2,486.2,496.2,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.2125,486.2125,496.2125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.225,486.225,496.225,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.2375,486.2375,496.2375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.25,486.25,496.25,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.2625,486.2625,496.2625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.275,486.275,496.275,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.2875,486.2875,496.2875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.3,486.3,496.3,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.3125,486.3125,496.3125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.325,486.325,496.325,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.3375,486.3375,496.3375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.35,486.35,496.35,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.3625,486.3625,496.3625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.375,486.375,496.375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.3875,486.3875,496.3875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.4,486.4,496.4,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.4125,486.4125,496.4125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.425,486.425,496.425,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.4375,486.4375,496.4375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.45,486.45,496.45,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.4625,486.4625,496.4625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.475,486.475,496.475,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.4875,486.4875,496.4875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.5,486.5,496.5,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.5125,486.5125,496.5125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.525,486.525,496.525,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.5375,486.5375,496.5375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.55,486.55,496.55,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.5625,486.5625,496.5625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.575,486.575,496.575,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.5875,486.5875,496.5875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.6,486.6,496.6,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.6125,486.6125,496.6125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.625,486.625,496.625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.6375,486.6375,496.6375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.65,486.65,496.65,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.6625,486.6625,496.6625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.675,486.675,496.675,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.6875,486.6875,496.6875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.7,486.7,496.7,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.7125,486.7125,496.7125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.725,486.725,496.725,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.7375,486.7375,496.7375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.75,486.75,496.75,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.7625,486.7625,496.7625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.775,486.775,496.775,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.7875,486.7875,496.7875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.8,486.8,496.8,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.8125,486.8125,496.8125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.825,486.825,496.825,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.8375,486.8375,496.8375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.85,486.85,496.85,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.8625,486.8625,496.8625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.875,486.875,496.875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.8875,486.8875,496.8875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.9,486.9,496.9,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.9125,486.9125,496.9125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.925,486.925,496.925,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.9375,486.9375,496.9375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.95,486.95,496.95,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.9625,486.9625,496.9625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.975,486.975,496.975,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
486.9875,486.9875,496.9875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
489.0,489.0,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
494.0,494.0,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
496.0,496.0,486.0,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.0125,496.0125,486.0125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.025,496.025,486.025,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.0375,496.0375,486.0375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.05,496.05,486.05,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.0625,496.0625,486.0625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.075,496.075,486.075,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.0875,496.0875,486.0875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.1,496.1,486.1,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.1125,496.1125,486.1125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.125,496.125,486.125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.1375,496.1375,486.1375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.15,496.15,486.15,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.1625,496.1625,486.1625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.175,496.175,486.175,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.1875,496.1875,486.1875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.2,496.2,486.2,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.2125,496.2125,486.2125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.225,496.225,486.225,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.2375,496.2375,486.2375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.25,496.25,486.25,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.2625,496.2625,486.2625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.275,496.275,486.275,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.2875,496.2875,486.2875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.3,496.3,486.3,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.3125,496.3125,486.3125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.325,496.325,486.325,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.3375,496.3375,486.3375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.35,496.35,486.35,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.3625,496.3625,486.3625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.375,496.375,486.375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.3875,496.3875,486.3875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.4,496.4,486.4,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.4125,496.4125,486.4125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.425,496.425,486.425,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.4375,496.4375,486.4375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.45,496.45,486.45,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.4625,496.4625,486.4625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.475,496.475,486.475,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.4875,496.4875,486.4875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.5,496.5,486.5,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.5125,496.5125,486.5125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.525,496.525,486.525,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.5375,496.5375,486.5375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.55,496.55,486.55,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.5625,496.5625,486.5625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.575,496.575,486.575,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.5875,496.5875,486.5875,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.6,496.6,486.6,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.6125,496.6125,486.6125,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.625,496.625,486.625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.6375,496.6375,486.6375,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.65,496.65,486.65,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.6625,496.6625,486.6625,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
496.675,496.675,486.675,บริษัท ยูไนเต็ดคอมมูนิเกชั่นอินดัสตรี จำกัด (มหาชน),UHF
